Corporations & Associations,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0090,,,,
Corrections--Jails & Prisons,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0092,,,,
"Corrections--Parole, Probation & Pardons",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0093,,,,
County Government--Employees/Officers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0095,,,,
County Government--Finance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0097,,,,
County Government--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0096,,,,
County Government--Land Use & Zoning,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0098,,,,
County Government--Roads,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0099,,,,
Courts--Administration,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0130,,,,
Courts--Appellate,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0125,,,,
Courts--Civil Procedure,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0135,,,,
Courts--County & Statutory,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0115,,,,
Courts--District,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0120,,,,
Courts--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0160,,,,
Courts--Judges,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0140,,,,
Courts--Juries,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0145,,,,
Courts--Justice,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0110,,,,
Courts--Municipal,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0100,,,,
Courts--Personnel,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0155,,,,
Courts--Prosecuting Attorneys,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0165,,,,
Courts--Reporters,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0150,,,,
Courts--Small Claims,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0105,,,,
Crime Prevention,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0083,,,,
Crime Victims Compensation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0084,,,,
Crimes--Against Morals,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0180,,,,
Crimes--Against Persons--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0170,,,,
Crimes--Against Persons--Sexual,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0171,,,,
Crimes--Against Property,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0175,,,,
Crimes--Capital Punishment,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0195,,,,
Crimes--Drugs,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0185,,,,
Crimes--Juvenile,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0190,,,,
Crimes--Miscellaneous,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0200,,,,
Criminal Procedure--Bail & Pretrial Release,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0202,,,,
Criminal Procedure--Defense Counsel,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0207,,,,
Criminal Procedure--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0208,,,,
Criminal Procedure--Insanity Defense,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0201,,,,
Criminal Procedure--Posttrial Procedure,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0206,,,,
Criminal Procedure--Pretrial Procedure,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0203,,,,
Criminal Procedure--Sentencing & Punishment,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0205,,,,
Criminal Procedure--Trial,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0204,,,,
Day Care,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0209,,,,
Daylight Saving Time,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0210,,,,
"Disabilities, Persons with",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0380,,,,
Disaster Preparedness & Relief,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0211,,,,
Drunk Driving,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0014,,,,
Economic & Industrial Development--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0214,,,,
Education--Bilingual,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0213,,,,
Education--County Administration,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0215,,,,
Education--Driver Education & Training,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0219,,,,
Education--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0255,,,,
Education--Higher--Admission & Attendance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0257,,,,
Education--Higher--Athletics,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0256,,,,
Education--Higher--Faculty,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0236,,,,
Education--Higher--Finance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0232,,,,
Education--Higher--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0231,,,,
Education--Higher--Health Institutions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0237,,,,
Education--Higher--Institutions & Programs,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0223,,,,
Education--Higher--Private Schools,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0238,,,,
Education--Higher--State Coordination,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0224,,,,
Education--Higher--Student Fees,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0234,,,,
Education--Higher--Student Financial Aid,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0235,,,,
Education--Higher--Textbooks,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0258,,,,
Education--Higher--Tuition,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0233,,,,
Education--Junior College Districts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0225,,,,
Education--Nonpublic Schools--Vocational/Avocational,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0222,,,,
Education--Primary & Secondary--Accountability,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0007,,,,
Education--Primary & Secondary--Admission & Attendance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0227,,,,
Education--Primary & Secondary--Charter Schools,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0245,,,,
Education--Primary & Secondary--Curriculum,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0228,,,,
Education--Primary & Secondary--Discipline,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0244,,,,
Education--Primary & Secondary--Extracurricular Activities,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0247,,,,
Education--Primary & Secondary--Facilities,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0241,,,,
Education--Primary & Secondary--Finance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0250,,,,
Education--Primary & Secondary--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0230,,,,
Education--Primary & Secondary--Home Schooling,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0248,,,,
Education--Primary & Secondary--Other School Personnel,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0246,,,,
Education--Primary & Secondary--Private,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0239,,,,
Education--Primary & Secondary--Special,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0243,,,,
Education--Primary & Secondary--Teachers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0242,,,,
Education--Primary & Secondary--Testing,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0229,,,,
Education--Primary & Secondary--Textbooks,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0226,,,,
Education--Primary & Secondary--Vocational,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0240,,,,
Education--Primary & Secondary--Vouchers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0249,,,,
Education--Rural,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0221,,,,
Education--School Districts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0220,,,,
Elections--Administration,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0277,,,,
Elections--Campaign Financing,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0290,,,,
Elections--Candidates,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0280,,,,
Elections--Early Voting,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0260,,,,
Elections--Election Officers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0305,,,,
Elections--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0310,,,,
"Elections--Initiative, Referendum & Recall",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0300,,,,
Elections--Judicial,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0308,,,,
Elections--Political Parties,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0275,,,,
Elections--Presidential,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0295,,,,
Elections--Primaries,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0285,,,,
Elections--Registration & Suffrage,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0265,,,,
Elections--School District,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0283,,,,
Elections--Voting Systems,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0270,,,,
Electronic Information Systems,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0311,,,,
Energy--Alternative Fuels,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0314,,,,
Energy--Conservation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0317,,,,
Energy--Fuel Storage,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0319,,,,
Energy--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0315,,,,
Energy--Nuclear,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0318,,,,
Energy--Solar,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0316,,,,
Environment--Air,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0325,,,,
Environment--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0340,,,,
"Environment--Hazardous, Toxic & Nuclear Waste",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0333,,,,
Environment--Noise,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0335,,,,
Environment--Recycling,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0336,,,,
Environment--Solid Waste,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0330,,,,
Environment--Water,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0320,,,,
Ethics,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0345,,,,
Family--Child Protection,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0351,,,,
Family--Child Support,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0352,,,,
Family--Family Violence,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0353,,,,
Family--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0354,,,,
Family--Juvenile Delinquency,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0360,,,,
Family--Marriage Relationship,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0350,,,,
Family--Parent & Child,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0355,,,,
Fees & Other Nontax Revenue--Local,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0361,,,,
Fees & Other Nontax Revenue--State,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0362,,,,
Financial--Banks,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0366,,,,
Financial--Credit Unions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0368,,,,
Financial--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0365,,,,
Financial--Savings & Loans,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0367,,,,
Fire Fighters & Police--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0370,,,,
Fire Fighters & Police--Volunteer,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0371,,,,
Governor,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0375,,,,
Health Care Providers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0387,,,,
Health--AIDS,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0382,,,,
Health--Children's Insurance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0388,,,,
Health--Emergency Services & Personnel,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0384,,,,
Health--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0385,,,,
Health--Indigent Health Care,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0386,,,,
Health--Other Diseases & Medical Conditions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0383,,,,
Health--Privacy/Use of Information,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0389,,,,
Health--Rural,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0381,,,,
Highways,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0390,,,,
Historic Preservation & Museums,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0392,,,,
Holidays,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0395,,,,
Hospitals,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0400,,,,
Housing--Disabled Persons,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0403,,,,
Housing--Finance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0407,,,,
Housing--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0405,,,,
Housing--Homeless Persons,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0404,,,,
Housing--Manufactured Housing,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0408,,,,
Housing--Rural,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0406,,,,
Housing--Veterans,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0409,,,,
Human Relations,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0410,,,,
Human Services--Child Services,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0895,,,,
Human Services--Direct Assistance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0900,,,,
Human Services--Food Programs,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0910,,,,
Human Services--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0920,,,,
Human Services--Medical Assistance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0905,,,,
"Insurance--Fire, Allied Lines & Home",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0430,,,,
Insurance--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0445,,,,
Insurance--Health & Accident,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0422,,,,
Insurance--Insurers & Agents,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0425,,,,
Insurance--Life & Annuities,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0423,,,,
"Insurance--Life, Health & Accident",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0440,,,,
Insurance--Motor Vehicles,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0435,,,,
Insurance--Property & Casualty,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0442,,,,
Insurance--Public Employees,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0443,,,,
Insurance--Reform,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0420,,,,
Intergovernmental Relations,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0447,,,,
Interim Studies,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0448,,,,
Juvenile Boards & Officers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0450,,,,
Labor--Agricultural Workers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0480,,,,
Labor--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0500,,,,
Labor--Health & Safety,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0490,,,,
Labor--Management Relations,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0465,,,,
Labor--Unemployment,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0475,,,,
Labor--Wages,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0485,,,,
Labor--Workers' Compensation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0470,,,,
Labor--Workforce Development,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0495,,,,
Labor--Workforce Development--Rural,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0496,,,,
Law Enforcement,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0510,,,,
Lawyers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0515,,,,
Legislature,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0520,,,,
Libraries & Librarians,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0523,,,,
Malpractice--Professionals,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0525,,,,
Mental Health & Mental Retardation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0530,,,,
Mental Health & Substance Abuse,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0019,,,,
Military & Veterans,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0535,,,,
Mines & Mineral Resources,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0536,,,,
Minors--Crimes Against,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0532,,,,
Minors--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0537,,,,
Minors--Health & Safety,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0533,,,,
Minors--Juvenile Justice,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0534,,,,
Notaries,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0538,,,,
Nursing Homes,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0539,,,,
Occupational Regulation--Health Occupations,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0540,,,,
Occupational Regulation--Other Trades & Professions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0541,,,,
Oil & Gas,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0545,,,,
Open Meetings,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0546,,,,
Open Records,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0548,,,,
Parks & Wildlife--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0585,,,,
Parks & Wildlife--Hunting & Fishing,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0560,,,,
